gene_k,Rep_333_1_IN,Rep_333_1_IP,Rep_333_1_FC,Rep_333_2_IN,Rep_333_2_IP,Rep_333_2_FC,Rep_333_3_IN,Rep_333_3_IP,Rep_333_3_FC,Rep_444_1_IN,Rep_444_1_IP,Rep_444_1_FC,Rep_444_2_IN,Rep_444_2_IP,Rep_444_2_FC,Rep_444_3_IN,Rep_444_3_IP,Rep_444_3_FC
Snord14d,0,0,1.68603,0,0,1.64307,0,0,1.61901,0,0,1.2595,0,0,1.50376,0,0,1.44381
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U5,0,0,0,0,0,0,0,0,0,0,0,0,75.183,0,-1.79769e+308,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-R5s136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U1,0.328377,0.508508,0.630916,0.667063,0.769835,0.206727,0.720798,0.46978,-0.617608,1.0292,0,-1.79769e+308,0.852027,0,-1.79769e+308,0.821834,0,-1.79769e+308
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORA25,4.05329,0,-1.79769e+308,0,0,0,4.18686,0,-1.79769e+308,0,0,0,50.1105,0,-1.79769e+308,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-R5s119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-R5s105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U1,0,0,0,0.667063,0.769835,0.206727,0.720798,0,-1.79769e+308,1.0292,0,-1.79769e+308,0.852027,0,-1.79769e+308,0.821834,0,-1.79769e+308
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-R5s101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-R5s134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-R5s64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12007,1.79769e+308
SNORD116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U1,0.328377,0.508508,0.630916,0.667063,0.769835,0.206727,0.720798,0.46978,-0.617608,1.0292,0,-1.79769e+308,0.852027,0,-1.79769e+308,0.821834,0,-1.79769e+308
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-R5s124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-R5s141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir376b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir705,0,0,0.537662,0,0,0.274539,0,0,0.488284,0,0,0.433192,0,0,0.648822,0,0,0.601319
Mir669a-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-669a-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC101886.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC124732.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL645948.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC122459.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir692-2b,0,0,-0.374898,0,0,-0.444991,0,0,-0.729008,0,0,-0.175506,0,0,-0.443488,0,0,-0.818994
Mir692-2a,0,0,0,77.2967,0,-1.79769e+308,76.3769,0,-1.79769e+308,0,302.044,1.79769e+308,0,0,0,0,0,0
AC151602.1,0,0,-0.402444,0,0,-0.459117,0,0,-0.757327,21512.1,26197.8,0.284299,30998.3,31471.2,0.0218411,28739.9,22981.3,-0.322597
AC123859.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC154650.1,0,0,-0.354172,0,0,-0.426895,0,0,-0.731863,0,0,-0.178613,0,0,-0.454889,0,0,-0.862631
AC115005.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir20b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir376a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir450b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir707,0,0,2.54162,0,0,1.24278,0,0,0.590298,0,0,1.56994,0,0,1.31975,0,0,0.175042
Mir541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC162934.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC122194.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC122313.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir683-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir683-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir92-1,0,0,0,0,0,-1.79769e+308,0,0,-1.79769e+308,0,0,-1.79769e+308,0,0,-1.79769e+308,0,0,-1.79769e+308
Mir539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir223,0,0,-1.79769e+308,0,0,-1.79769e+308,0,0,-1.79769e+308,0,0,-1.79769e+308,0,0,-1.24007,0,0,-1.79769e+308
Mir592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir678,0,0,1.93146,0,0,2.16999,0,0,0,0,0,1.79883,0,0,0,0,0,1.81822
Mir680-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir551b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir686,0,0,-1.79769e+308,452.146,0,-1.79769e+308,108.045,0,-1.79769e+308,0,0,1.35926,0,0,1.54285,0,0,0.912942
AL672269.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79769e+308,0,0,0
mmu-mir-689-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC163389.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC122119.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT009594.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-703,795.628,12615.4,3.98695,0,0,-1.79769e+308,0,0,-1.79769e+308,0,0,0.0894122,0,0,0.222874,0,0,0.115956
Mir542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir449c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-467a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC102703.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC153658.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC102628.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC102561.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC138317.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC112681.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir680-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir706,0,0,-1.79769e+308,0,0,0.331583,0,0,-1.50182,0,0,0,0,0,0,0,0,0
Mir692-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir487b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir297b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir297-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL590969.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC159474.1,0,0,0,0,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0,0,0
AC155261.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL928935.1,0,0,1.79769e+308,0,0,2.49551,0,0,1.79769e+308,0,0,0,0,0,0,0,0,0
AL929404.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL596117.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL928544.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL928544.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir682,0,0,0.887205,0,0,1.21325,0,0,1.02193,0,0,0.32032,0,0,0.72212,0,0,0.00852604
AL590614.1,0,0,0,0,0,-1.79769e+308,0,0,1.79769e+308,0,0,0,0,0,0,0,0,0
AC122372.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT030240.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC122357.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT573034.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC159290.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir302b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir680-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir92b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir19b-1,0,0,0,0,0,-1.79769e+308,0,0,-1.79769e+308,0,0,-1.79769e+308,0,0,-1.79769e+308,0,0,-1.79769e+308
mmu-mir-689-2,6358.88,6898.94,0.117603,13295,8534.53,-0.639504,5040.88,10561.9,1.06713,11214.9,12081.8,0.107416,5247.63,9138.51,0.800292,10902,19332.3,0.826412
Mir374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir719,0,0,0.852279,0,0,0.42707,0,0,-1.79769e+308,0,0,0.93354,0,0,-1.79769e+308,0,0,-1.79769e+308
Mir697,0,0,0,0,0,0,152.754,0,-1.79769e+308,0,0,0,0,0,0,0,0,0
Mir666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC134908.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir675,0,0,-1.79769e+308,0,0,-1.79769e+308,0,0,-0.15364,0,0,-1.79769e+308,0,0,-1.79769e+308,0,0,-1.79769e+308
mmu-mir-2134-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC156273.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC134452.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC109299.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir301b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC165092.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC122184.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL627124.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR974423.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC157912.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC133509.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT573086.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC133509.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir147,0,0,2.00571,0,0,0.826186,0,0,1.25564,0,0,1.35081,0,0,0.990532,0,0,0.688907
Mir499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir216b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC167419.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL603804.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC144778.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC151412.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BX255277.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir181d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC137692.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL606926.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC151983.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL607145.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL732328.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC171202.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL731552.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC099576.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC132253.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL671993.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir568,0,0,-1.87715,0,0,-0.991075,0,0,-1.05582,0,0,-1.19388,0,0,0.0486317,0,0,-0.0535644
Mir674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC153972.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC163625.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC114901.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir671,0,0,1.31617,0,0,1.14935,0,0,1.48554,0,0,1.2243,0,0,1.24056,0,0,0.293455
AC099601.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC116121.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL663045.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC113593.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir450-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC111030.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT010465.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103388.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC115013.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC123693.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC154309.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BX255946.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hus1b,0.044767,0,-1.79769e+308,0.140364,0.176527,0.330711,0.254249,0,-1.79769e+308,0.437012,0,-1.79769e+308,0.0723979,0,-1.79769e+308,0,0,0
Sox4,2.22231,2.72303,0.29315,2.11714,2.50682,0.243741,1.85478,2.45118,0.402227,1.32921,0.805479,-0.722651,1.287,0.643514,-0.999968,1.39283,0.916311,-0.604113
Ywhaq,352.52,634.792,0.848579,411.134,764.064,0.894084,305.036,664.599,1.1235,359.308,594.065,0.725397,395.42,619.557,0.647853,407.81,519.84,0.350171
BC100451,0.0503212,0.49528,3.29901,0.0394542,0.383787,3.28206,0.0259897,0.09149,1.81567,0.122519,0.243545,0.991183,0,0,0,0,0,0
Wfdc3,0.483796,1.36881,1.50045,0.435009,1.21635,1.48344,0.375769,0.681196,0.858226,0.740614,0.453582,-0.707358,1.11331,0.141777,-2.97316,0.193299,0.199656,0.0466805
Acsf2,1.38701,0.122734,-3.49837,1.61978,0.467175,-1.79377,0.799104,0.506589,-0.657567,0.390357,0.519434,0.412148,1.56774,0.515091,-1.60579,1.05611,0.788944,-0.420768
Oxct2a,0.0633527,0.077813,0.296606,0.0441525,0.370235,3.06787,0.0581695,0.102696,0.820039,0.109994,0.13627,0.309049,0.0227646,0.128842,2.50074,0.087832,0.0660754,-0.410633
2700094K13Rik,47.9095,154.403,1.68832,52.4467,146.489,1.48187,39.8047,108.739,1.44986,34.595,110.885,1.68043,37.3456,102.672,1.45903,42.5031,82.461,0.956145
Oxct2b,0.199618,0.31523,0.659162,0.200952,1.82761,3.18504,0.183286,1.05703,2.52785,0.173288,0.644056,1.89401,0.119547,0.541285,2.17881,0.184497,0.208197,0.174349
Mog,178.909,31.5981,-2.50132,152.306,19.285,-2.98142,191.11,21.7685,-3.13409,170.641,22.1031,-2.94865,154.564,29.3363,-2.39744,181.411,30.4671,-2.57394
Ifna5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ass1,44.0527,180.811,2.03718,40.2643,171.515,2.09076,43.8184,158.063,1.85089,40.6773,161.313,1.98757,35.7171,191.564,2.42314,43.3849,177.012,2.02858
mmu-mir-805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC119211.1,0,0,0.791507,0,0,1.21463,0,0,1.00099,0,0,0.487047,0,0,0.842653,0,0,0.123709
Mir763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir770,0,0,-1.82146,0,0,-1.65996,0,0,-3.12736,0,0,-2.84668,0,0,-3.13511,0,0,-3.24355
Mir759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
