gene_k,Rep_333_1_IN,Rep_333_1_IP,Rep_333_1_FC,Rep_333_2_IN,Rep_333_2_IP,Rep_333_2_FC,Rep_333_3_IN,Rep_333_3_IP,Rep_333_3_FC,Rep_444_1_IN,Rep_444_1_IP,Rep_444_1_FC,Rep_444_2_IN,Rep_444_2_IP,Rep_444_2_FC,Rep_444_3_IN,Rep_444_3_IP,Rep_444_3_FC
Morn4,42.8502,106.974,1.31989,47.6786,114.815,1.26789,43.3502,95.0015,1.13191,42.0875,100.404,1.25436,40.0268,87.9058,1.13499,46.9572,94.1807,1.00408
Zfp161,9.96921,7.52549,-0.405693,8.73699,8.0336,-0.121088,9.42163,7.24106,-0.379776,10.2176,3.92096,-1.38178,8.64204,4.88932,-0.821737,9.42313,6.37652,-0.563438
Olfr714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catsperg1,0.0717276,0,-1.79769e+308,0.187829,0.107306,-0.807686,0.219084,0.731871,1.7401,0.804651,0,-1.79769e+308,0.720991,0.129009,-2.48251,0.235622,0.188489,-0.321997
Urgcp,5.30329,11.0688,1.06155,10.241,20.8315,1.02441,4.29641,12.1314,1.49754,5.07024,13.231,1.3838,9.32319,19.4994,1.06454,9.30824,12.4003,0.4138
Cyp2g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orai1,0.68422,1.37606,1.00802,0.680335,1.29797,0.93194,0.980866,0.565502,-0.794523,0.736663,1.6548,1.16758,0.826423,0.876669,0.0851515,0.748836,1.23444,0.72114
Fam109b,0.455675,0,-1.79769e+308,0.197734,0.293954,0.572029,0.319714,0.288515,-0.148138,0.268712,0.0416174,-2.6908,0.33368,0.472135,0.500734,0.348677,0.766746,1.13686
Nckap5,0.929322,0.405728,-1.19567,1.21938,0.507023,-1.26603,1.13128,0.288852,-1.96955,0.813521,0.164598,-2.30523,1.22273,1.32176,0.112344,1.20485,0.0598584,-4.33115
Nkx3-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933425O20Rik,0.0208523,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC048671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nlrp10,0.00510506,0,-1.79769e+308,0.0053368,0,-1.79769e+308,0,0,0,0.0398905,0,-1.79769e+308,0.0165117,0.0467258,1.50073,0,0.0958519,1.79769e+308
Lig4,3.28239,6.07835,0.888934,2.6246,4.49542,0.776358,2.34206,5.32675,1.18548,3.43642,5.54528,0.690356,2.72478,4.57701,0.748266,2.60315,5.08457,0.965866
Prss46,0.109185,0,-1.79769e+308,0.0456567,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0,0,0
Gal3st1,6.20293,1.33919,-2.21159,7.74046,1.89734,-2.02844,7.6729,1.46631,-2.38759,5.90382,2.73299,-1.11117,6.70106,1.43721,-2.22112,7.34754,1.03189,-2.83198
Mmp12,0.5359,0.650939,0.280557,0.260463,3.72224,3.83702,0.662027,2.68601,2.0205,0.375192,0.525048,0.484821,0.398029,0.643262,0.692534,0.0546458,0.987829,4.17608
Zfp668,1.44193,2.08331,0.530879,2.84922,4.11227,0.529369,3.39088,3.90536,0.203796,3.71253,5.69604,0.617557,2.34356,5.03098,1.10214,4.47141,3.02101,-0.5657
Trex1,12.7721,14.0401,0.136558,13.9445,17.9918,0.367644,18.7209,19.2677,0.0415335,19.1552,23.4406,0.291268,19.691,29.7554,0.59562,23.0292,34.4181,0.579703
Olfr1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp646,2.38465,1.2232,-0.963121,2.10568,1.70375,-0.30557,2.60603,2.19443,-0.248012,2.01984,2.96768,0.555098,2.28879,1.21458,-0.914134,2.67102,1.87634,-0.50947
5330417H12Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rxfp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C330006D17Rik,1.46405,0.839385,-0.80256,1.66965,0.524186,-1.67139,1.78726,1.74478,-0.0347041,2.07642,1.28623,-0.690951,0.859483,0,-1.79769e+308,1.24354,1.24735,0.00440993
Arhgap15,8.35518,1.7452,-2.25928,6.19744,1.26236,-2.29555,8.1082,1.49121,-2.4429,5.32433,0.602795,-3.14286,5.62058,2.04223,-1.46058,7.75972,0.353556,-4.45599
Rpl36al,189.856,516.518,1.44391,186.852,651.803,1.80254,179.493,498.206,1.47282,154.274,377.908,1.29254,133.842,383.947,1.52038,160.598,342.261,1.09164
Zfp672,22.4405,43.6932,0.9613,20.3216,38.1006,0.906801,19.872,43.4481,1.12856,22.8574,32.6996,0.516612,19.5849,25.4371,0.377193,25.8153,36.9202,0.516184
Olfr1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410015M20Rik,96.6512,273.492,1.50064,87.1037,302.414,1.79572,84.1121,208.849,1.31208,100.649,201.652,1.00254,84.1033,217.001,1.36747,117.917,182.141,0.62728
4930479M11Rik,0,0,0,0.0483672,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0,0,0
Zfp280b,3.00586,3.10344,0.0460887,3.33045,4.27027,0.35861,2.41634,2.34698,-0.0420173,3.04647,2.80181,-0.120779,3.11131,3.03832,-0.0342518,3.1972,3.72289,0.219616
Tmsb4x,1279.2,1107.79,-0.207558,1089.56,1330.98,0.288736,1025.01,1148.65,0.1643,467.431,378.121,-0.305905,431.69,418.405,-0.0450956,555.764,360.255,-0.625454
Fzd4,0.357317,0.386119,0.11184,0.425964,0.0329746,-3.69131,0.330241,0,-1.79769e+308,0.0734736,0.0606839,-0.275914,0.304126,0.172127,-0.821194,0.273792,0.0294247,-3.21798
Bag5,20.4628,30.8505,0.592294,22.9287,37.9258,0.726024,19.4044,33.1755,0.773734,23.0014,26.4282,0.200358,21.2625,35.386,0.734871,25.2865,34.3963,0.443882
Crh,0.196834,0.808112,2.03758,0.802498,2.5621,1.67476,0.142324,0.947565,2.73504,0.0768869,0,-1.79769e+308,0.254603,0.450308,0.822662,0.122791,0.277125,1.17433
Olfr642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrrc19,0.245899,0.114218,-1.10628,0.186143,0.167247,-0.154432,0.0437689,0,-1.79769e+308,0.132521,0,-1.79769e+308,0.155465,0,-1.79769e+308,0.0747503,0.19893,1.41211
Sertad2,2.08921,1.3096,-0.673828,2.96206,1.80261,-0.716513,2.428,1.76446,-0.460537,2.50263,1.8277,-0.453417,1.83992,1.6626,-0.1462,1.48158,2.28344,0.62407
Armcx4,5.65218,7.86364,0.47639,4.92246,3.40215,-0.53293,5.28864,4.52248,-0.225783,3.36446,3.89814,0.212411,4.05361,4.58165,0.176659,3.20908,2.42444,-0.404505
Olfr466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arhgap23,5.58634,4.19501,-0.413228,7.44976,3.6227,-1.04013,5.95451,3.29703,-0.852818,5.69134,2.828,-1.00898,5.38381,4.62619,-0.218805,4.66706,3.17257,-0.556862
Krtap9-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam161a,3.81709,5.09228,0.415838,3.14341,2.93675,-0.0981066,3.63478,5.78814,0.671234,2.82257,3.65277,0.371979,3.26765,2.76511,-0.240915,2.56694,2.50414,-0.0357334
4921511C20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zbtb12,0.134267,0.424069,1.6592,0.140362,0.10593,-0.406042,0.124822,0.313416,1.3282,0.0524515,0.0649817,0.309049,0.086844,0.184318,1.0857,0,0.126034,1.79769e+308
Gm9839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9840,0.13984,1.1023,2.97867,0.36547,1.83567,2.32848,0.288897,0.611012,1.08065,0,1.35129,1.79769e+308,0,0,0,0.43548,0,-1.79769e+308
Olfr1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceacam19,0,0,0,0,0,0,0,0,0,0,0,0,0.0447257,0,-1.79769e+308,0,0,0
Suox,4.60722,11.5579,1.32691,4.95488,6.35325,0.358643,6.30679,9.81512,0.6381,7.96414,8.58403,0.108136,6.0327,12.7805,1.08307,6.55026,10.4296,0.671056
Olfr250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arl4c,13.8901,18.3584,0.402383,12.4618,21.3522,0.776872,13.4304,20.3338,0.598385,11.0108,14.1701,0.363933,9.04089,13.0028,0.524288,12.0759,14.0927,0.222816
Nlrc3,0.296021,0,-1.79769e+308,0.255471,0.0585346,-2.1258,0.252466,0.0739064,-1.77232,0.258991,0,-1.79769e+308,0.491715,0.103025,-2.25482,0.346654,0,-1.79769e+308
Fam26e,1.7999,2.97357,0.724275,2.43162,3.80494,0.645957,3.00335,3.07029,0.0318009,2.00122,2.41228,0.269521,2.19402,3.61123,0.718914,2.63454,4.67872,0.82856
Rlf,2.8568,2.34937,-0.282129,2.34735,1.85174,-0.34215,2.38384,2.33375,-0.0306344,2.4156,2.91848,0.272837,3.40991,3.81687,0.162658,2.69208,3.81322,0.502287
2810025M15Rik,22.5947,60.855,1.42939,21.6443,61.6063,1.50909,22.9718,44.1523,0.942623,19.7187,45.8453,1.21721,17.0432,42.125,1.30548,18.867,48.5295,1.363
Mettl21d,4.6069,7.27389,0.658929,6.63604,7.21863,0.121401,4.86939,4.18041,-0.220097,4.49843,8.42439,0.905152,5.19631,7.47498,0.52458,7.68533,5.15321,-0.576638
Gm7984,9.39003,24.7319,1.39717,9.74591,27.6687,1.50539,8.76081,23.568,1.42769,11.9558,33.8016,1.49938,13.1606,27.0342,1.03857,15.317,26.6237,0.797579
Rasd1,5.79607,18.5517,1.67841,5.58682,17.168,1.61962,4.2167,9.75142,1.2095,8.46023,9.04861,0.0969984,9.22084,11.4071,0.306962,9.18569,8.92131,-0.0421327
Olfr808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm711,0,0,0,0.244517,0.0292758,-3.06216,0.359042,0.032482,-3.46644,0.450969,0.783019,0.796018,0.0720032,0.713158,3.30809,0.357226,1.56883,2.13478
4921517D22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem17,3.45633,9.54518,1.46553,3.36114,11.351,1.75579,3.27133,9.80324,1.58338,3.45393,13.0705,1.92001,2.96331,9.12137,1.62204,3.9615,6.26224,0.660631
Rasl11b,4.13327,14.9193,1.85183,4.27783,17.2797,2.01412,3.63119,20.7948,2.51771,3.32588,13.3581,2.0059,3.33064,17.2797,2.3752,3.89797,19.2703,2.30558
Gja8,0.0456958,0.0481069,0.0741823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715028,1.79769e+308
2610318N02Rik,2.33035,3.12367,0.422694,2.11132,6.01889,1.51135,2.31086,4.03404,0.803794,1.41597,4.96197,1.80912,2.4114,4.78624,0.98902,2.06751,3.88845,0.911301
Slc35c1,4.00288,6.42113,0.68179,4.5031,8.31828,0.885368,5.29623,4.52731,-0.226312,5.72673,7.52029,0.393078,6.58353,8.72555,0.406385,4.79213,7.37466,0.62191
Olfr921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glp2r,0.0326898,0.495863,3.92303,0.0585836,0.104403,0.833593,0.142741,0.851743,2.57702,0.145964,0.678125,2.21594,0.0302094,0.598413,4.30807,0.203989,0.591862,1.53677
Lpar4,0.383901,0.111016,-1.78996,0.327846,0.035553,-3.20497,0.441235,0.0788934,-2.48357,0.422501,0.0523433,-3.01288,0.577117,0.0494898,-3.54366,0.354242,0.380707,0.103946
H2afx,1.17266,9.78616,3.06096,8.22876,17.6338,1.0996,1.49887,11.0003,2.8756,0.853084,3.25666,1.93263,3.42412,5.4727,0.676522,2.30895,2.15711,-0.0981338
Lrrc4,3.8946,2.96936,-0.391323,4.7124,3.04397,-0.630508,5.69809,5.28768,-0.107841,9.94897,7.23719,-0.459118,5.01167,7.06047,0.494473,9.03957,5.87523,-0.62161
Pgrmc2,12.2836,12.698,0.0478694,12.4612,13.3802,0.102656,13.4984,13.3678,-0.0140253,11.4445,11.5176,0.00918783,9.70114,12.1577,0.325647,9.74624,9.28849,-0.0694013
BC030500,8.40359,50.1153,2.57617,11.5232,62.8122,2.4465,10.6584,47.2027,2.14688,8.87638,41.3327,2.21924,7.6956,36.6653,2.25231,9.03928,30.7097,1.76442
Rpp38,12.6233,17.0661,0.435042,11.2444,21.5745,0.940119,12.659,15.8047,0.320191,13.7642,12.9802,-0.084615,12.075,14.5586,0.26985,12.4673,12.5878,0.0138703
Fam71e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc137,8.12756,17.2025,1.08172,7.6994,19.4175,1.33454,4.58002,18.2373,1.99346,7.21419,19.4136,1.42816,8.56395,22.0641,1.36535,8.09122,18.8188,1.21775
Mrps16,88.4576,200.114,1.17776,79.1331,224.581,1.50488,80.7509,204.291,1.33907,60.6997,171.972,1.50241,60.8609,159.481,1.3898,77.2423,160.381,1.05404
Plekhf2,2.44141,1.26867,-0.944403,1.77833,0.952791,-0.900294,2.19647,0.367792,-2.57822,1.56917,0.0762367,-4.36338,1.0698,0.216242,-2.30662,1.40042,0.221796,-2.65856
Glt1d1,1.40634,2.79525,0.991034,1.401,4.0347,1.52601,1.9423,5.01882,1.36958,2.04915,5.5377,1.43426,1.45229,2.03163,0.484308,2.13079,2.43197,0.19074
Skint9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd55,5.19598,7.02896,0.435914,6.71435,7.29576,0.119811,6.25741,7.16124,0.194645,6.01116,4.79373,-0.326495,6.35286,8.47583,0.415947,6.26509,10.5232,0.748173
Lrrc25,1.66517,0,-1.79769e+308,0.902615,0.675724,-0.417676,1.67757,0.569793,-1.55786,0.321204,0.198968,-0.690951,0.598295,0.470304,-0.347263,1.02594,0.192953,-2.41063
Ppp1r3d,0.769741,1.02432,0.412218,0.692921,0.506115,-0.453225,0.640504,0.249575,-1.35973,0.38983,0.206981,-0.913344,0.599339,0.326163,-0.877778,0.822681,0.133816,-2.62008
5133401N09Rik,35.0163,64.3362,0.877602,34.736,79.2254,1.18953,33.871,86.9454,1.36006,27.909,52.1494,0.901919,22.4553,62.6724,1.48077,35.6136,56.1655,0.657254
Shisa3,0.214824,0.348978,0.699976,0.41607,0.00807153,-5.68784,0.139482,0,-1.79769e+308,0.392558,0,-1.79769e+308,0.205866,0,-1.79769e+308,0.229779,0,-1.79769e+308
Apol10b,0.626382,1.24134,0.986785,0.436544,1.0336,1.24348,0.951506,1.93523,1.02422,0.287883,0.475541,0.724086,0.834135,0.393415,-1.08423,0.536384,0.172937,-1.63302
Olfr350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitpnb,61.0066,39.0835,-0.642404,58.422,33.0111,-0.82356,52.7973,31.6887,-0.736494,65.7873,28.0803,-1.22825,64.1942,31.4519,-1.0293,68.5893,32.8173,-1.06353
Amz1,3.58116,7.57522,1.08086,4.97815,9.1066,0.871302,3.65153,4.89808,0.423717,3.03349,5.3276,0.812509,5.14509,8.66776,0.752463,5.26652,5.14462,-0.0337831
Olfr1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rap2c,6.46694,2.06333,-1.64811,5.56546,4.38958,-0.342419,6.26845,3.71707,-0.753943,3.95571,1.35955,-1.54081,3.95081,1.58437,-1.31824,4.68709,1.1958,-1.97072
Olfr728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fhl4,0.637941,0.391803,-0.703293,0.361237,0.431096,0.255063,0.539984,0.193909,-1.47754,1.21152,0.900568,-0.427917,0.487153,1.05421,1.11371,0.663373,0.831755,0.326338
Tmx2,247.48,495.556,1.00173,223.806,478.049,1.09491,246.156,565.258,1.19934,327.608,673.035,1.03871,308.168,640.17,1.05474,333.462,666.101,0.998219
Ccdc158,0.122497,0.208041,0.764128,0.0348839,0.465626,3.73854,0.161316,0.536964,1.73493,0.0516412,0.30305,2.55296,0.0672703,0.281823,2.06675,0.083877,0.215632,1.36223
2610019F03Rik,5.19838,11.5244,1.14856,6.53742,15.4028,1.2364,5.70967,9.09813,0.672163,6.84516,9.83914,0.523449,6.67411,10.6317,0.671728,6.28664,8.26947,0.395507
Prm3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klk6,40.5597,13.0687,-1.63393,40.4806,7.93621,-2.35071,51.3091,14.8845,-1.78541,38.3341,10.5139,-1.86634,37.8075,14.4001,-1.39259,41.8961,15.1004,-1.47223
Zfp697,0.53195,1.15955,1.1242,0.468776,0.734243,0.647358,0.563104,1.14822,1.02792,0.583992,0.553266,-0.0779742,0.383922,0.965732,1.33081,0.713204,0.866719,0.28125
A130023I24Rik,0,0,0,0,0,0,0,0,0,0,0.0625871,1.79769e+308,0,0,0,0,0,0
Grem2,2.82844,4.42816,0.646702,2.82155,4.04367,0.519174,3.09351,4.22578,0.449973,3.39457,4.02655,0.246313,2.92978,3.41224,0.219925,3.30657,4.94611,0.58096
Bex1,96.4434,436.896,2.17954,110.428,562.777,2.34946,86.7451,464.672,2.42136,97.4604,439.23,2.17209,94.8668,478.41,2.33427,120.575,373.39,1.63075
Spink8,0.309164,0,-1.79769e+308,0.129659,1.08428,3.06395,0.170822,0,-1.79769e+308,0.201188,0,-1.79769e+308,0.499664,0,-1.79769e+308,0,0,0
Gpr171,0.346326,0,-1.79769e+308,0.588274,0.0996168,-2.56203,0.648345,0.331561,-0.967486,0.25366,0,-1.79769e+308,0.769979,0.198084,-1.95871,0.776447,0.203171,-1.93419
Rspry1,7.53708,11.7836,0.644708,8.12512,9.1504,0.171445,7.01306,6.94431,-0.0142124,8.0728,10.0083,0.310062,7.70499,9.1873,0.253849,7.21892,7.56119,0.06683
Olfr622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cby3,0.133682,0.633068,2.24355,0.372669,0.761401,1.03076,0.092058,0.649833,2.81946,0.174002,0.21557,0.309055,0.288097,0.203817,-0.499281,0.138943,1.67245,3.5894
1600012H06Rik,4.65509,6.55915,0.4947,6.6624,4.85382,-0.456921,6.63978,4.15521,-0.676214,5.68526,8.64422,0.604511,5.64165,7.18873,0.349621,6.49401,5.47131,-0.247225
Akap4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sprr2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ces2b,0.00340626,0.0215185,2.65932,0.0132587,0.013438,0.0193787,0.0523616,0.00993983,-2.39722,0.0133078,0,-1.79769e+308,0.0220337,0.0467643,1.0857,0.0425058,0,-1.79769e+308
Hmx2,0.0149594,0,-1.79769e+308,0.0156385,0,-1.79769e+308,0.0154524,0,-1.79769e+308,0,0,0,0,0,0,0.0466635,0,-1.79769e+308
Vmn1r235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agmo,3.56039,2.86186,-0.315085,3.41914,0.368461,-3.21405,4.35972,1.10673,-1.97794,3.7782,2.09794,-0.848724,3.05867,1.58434,-0.949028,4.02588,2.127,-0.920489
Grrp1,0.0430263,0,-1.79769e+308,0.0899589,0.0565698,-0.669234,0.0222221,0,-1.79769e+308,0,0.104107,1.79769e+308,0.139132,0,-1.79769e+308,0.067101,0,-1.79769e+308
Tmc8,0.0615948,0,-1.79769e+308,0.0954428,0.105778,0.148335,0.245113,0,-1.79769e+308,0.0399142,0.386488,3.27545,0.156322,0.357942,1.19521,0.459892,0,-1.79769e+308
Gsg2,0.150882,0.489813,1.69881,0.175256,0.0771595,-1.18355,0.216464,0.330209,0.609256,0.196487,0.243426,0.309049,0.487986,0.115078,-2.08423,0.0784489,0.590168,2.9113
Bpil2,0.0783387,0,-1.79769e+308,0.086664,0,-1.79769e+308,0.00899115,0,-1.79769e+308,0,0,0,0.112606,0,-1.79769e+308,0,0,0
Prdx6-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opalin,45.6467,7.08999,-2.68666,38.402,3.313,-3.53497,48.4246,6.3545,-2.92989,52.9828,5.18893,-3.35202,47.936,5.94859,-3.01049,53.1353,5.91267,-3.16779
Vwa3b,0.0629213,0.331184,2.39601,0.21926,0.413641,0.915739,0.501281,0,-1.79769e+308,0.148404,0.827385,2.47903,0.4532,0,-1.79769e+308,0.502196,0.787436,0.648912
Olfr1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarm1,2.46412,4.59209,0.898081,3.97585,6.04512,0.604507,2.8508,6.17872,1.11594,2.6194,4.70345,0.844482,2.27817,7.05484,1.63074,2.71965,6.27669,1.20658
Olfr430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kcnk12,0,0,0,0.0132125,0.0166191,0.330939,0.0130553,0,-1.79769e+308,0.0493741,0,-1.79769e+308,0.0408744,0,-1.79769e+308,0,0,0
BC049635,1.31133,0,-1.79769e+308,0.887587,0,-1.79769e+308,1.45414,0.221734,-2.71327,0.390476,0.245169,-0.671455,1.47456,0.231822,-2.66919,0.946068,0,-1.79769e+308
Slc25a44,28.1748,34.2235,0.280582,27.2706,37.7824,0.470368,31.3384,35.7729,0.190937,38.4938,44.9174,0.222647,31.7348,35.1532,0.147591,34.6375,45.7782,0.402328
F2rl3,0.141609,0.134175,-0.0777916,0.148037,0.223442,0.593944,0.131648,0.392529,1.57612,0.0553191,0.137069,1.30905,0.0457959,0.0647982,0.500734,0.132519,0.132925,0.00440993
Ubqln2,13.1668,27.9745,1.08721,13.6836,25.0791,0.874038,13.9351,31.6042,1.18139,11.025,20.7777,0.914256,9.01324,17.7127,0.974665,9.52809,19.0264,0.997746
Nhedc1,0.175063,0,-1.79769e+308,0,0,0,0,0,0,0.0866005,0,-1.79769e+308,0.215078,0,-1.79769e+308,0,0,0
Gm867,0.258926,0.136283,-0.925934,0.157897,0.255322,0.693334,0.289747,0.0314761,-3.20247,0.589992,0,-1.79769e+308,0.139546,0,-1.79769e+308,0.201902,0,-1.79769e+308
Olfr165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mchr1,3.46174,12.5531,1.85847,3.34228,16.9469,2.34212,3.45055,10.1333,1.55421,4.09159,12.1123,1.56574,3.99336,12.1079,1.60027,5.77777,11.6427,1.01084
Nudt6,1.87,4.10642,1.13484,3.20741,4.2727,0.41374,2.81853,3.26641,0.212761,2.87045,1.24922,-1.20025,2.51274,2.30166,-0.126583,2.81295,2.73238,-0.0419245
A930002I21Rik,0.358032,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0,0,0,0.055839,0,-1.79769e+308
Lsm10,23.3888,28.234,0.271615,20.5812,46.7881,1.18482,23.8364,31.8328,0.417346,31.5365,29.4995,-0.0963326,29.9855,34.0887,0.185031,38.1443,34.8193,-0.131581
Etos1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif5a2,19.863,20.5042,0.0458389,20.6219,17.8094,-0.211533,18.7349,18.9161,0.0138864,16.261,16.7733,0.0447512,17.7034,14.1501,-0.32322,16.3657,14.9624,-0.129341
Scd4,0.0562985,0.0111142,-2.34069,0.0183919,0.0323899,0.816474,0,0.323435,1.79769e+308,0.0549875,0,-1.79769e+308,0.034141,0.0322049,-0.0842287,0.120748,0.016516,-2.87006
Rhox13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lgr4,3.54912,5.66481,0.674564,3.061,6.98224,1.18969,4.09566,5.72539,0.483278,3.13384,4.30162,0.456948,2.70126,4.56769,0.757833,2.70126,3.87208,0.519474
Otop2,0.130184,0.119929,-0.11837,0.0907292,0,-1.79769e+308,0.0896496,0,-1.79769e+308,0,0,0,0.140343,0,-1.79769e+308,0.101527,0,-1.79769e+308
Pla2g4e,1.07673,1.81156,0.750569,1.08955,0.909764,-0.260166,1.08345,0.901085,-0.265895,1.46851,1.67988,0.194008,0.902608,1.19123,0.400279,0.987534,1.2937,0.389597
Fam176b,0.151439,0,-1.79769e+308,0.709759,0.215139,-1.72206,0.169283,0,-1.79769e+308,0,0,0,0.305497,0,-1.79769e+308,0.295248,0,-1.79769e+308
Snip1,1.67478,3.64483,1.12188,2.43405,3.96145,0.702667,2.20467,1.84752,-0.254973,2.43362,2.2736,-0.0981265,2.31192,4.06565,0.814394,2.61228,4.17008,0.674764
Olfr70,0,0,0,0,0,0,0,0.0445516,1.79769e+308,0,0.0492642,1.79769e+308,0,0.0931572,1.79769e+308,0,0,0
Lgsn,0,0,0,0,0,0,0.116736,0,-1.79769e+308,0,0,0,0,0,0,0,0,0
Il17d,0.410365,1.82951,2.15648,0.857986,0.602378,-0.510285,0.598431,0.669029,0.160884,0.47143,0.817671,0.794477,0.468328,0.441769,-0.084229,0.451732,0.226557,-0.995592
Krtap13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pigm,1.39617,1.05585,-0.403072,1.25855,1.31095,0.0588467,1.47579,0.798476,-0.886168,1.16726,1.15975,-0.00931259,0.985454,0.62272,-0.662205,1.18124,0.79145,-0.577738
Cxcr3,2.48214,1.17819,-1.07502,1.10992,0,-1.79769e+308,2.69733,0.460501,-2.55025,1.90565,0.277753,-2.77841,3.24799,1.1161,-1.54109,2.50632,1.01008,-1.31109
Gja4,2.84094,1.40197,-1.01891,3.2174,2.33471,-0.462652,3.72934,1.42472,-1.38824,3.29471,1.07416,-1.61695,2.96679,1.76037,-0.753023,3.6463,1.38891,-1.39248
Krtap24-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hic2,0.685663,1.61038,1.23183,0.635082,0.733515,0.207884,0.69725,0.735014,0.0760946,0.735659,1.10056,0.581128,0.677961,0.81294,0.261947,0.864526,0.566998,-0.608567
Klre1,0.119945,0,-1.79769e+308,0.104492,0.26284,1.3308,0.309745,0,-1.79769e+308,0,0.0967422,1.79769e+308,0.193935,0,-1.79769e+308,0.374125,0,-1.79769e+308
Gm5446,1.68462,3.32431,0.980634,2.24138,2.16406,-0.0506494,1.64126,1.8706,0.188694,1.04662,1.0188,-0.0388744,1.98045,1.83895,-0.106949,1.79088,0.718545,-1.31752
Heatr1,1.03569,0.3152,-1.71626,0.964004,0.312226,-1.62645,1.09826,0.943871,-0.218553,1.08892,0.89937,-0.275914,1.17969,0.677124,-0.800922,0.82658,0.823727,-0.00498877
Evc2,0.179587,0.423656,1.23821,0.545618,0.531377,-0.0381569,0.496458,0.286596,-0.792652,0.197327,0.597602,1.5986,0.567018,0.462291,-0.294593,0.227608,0.105364,-1.11117
Gm17291,0.351911,0,-1.79769e+308,0.228686,0,-1.79769e+308,0.206315,0,-1.79769e+308,0.0743145,0,-1.79769e+308,0.369128,0,-1.79769e+308,0.178023,0,-1.79769e+308
Olfr809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem220,2.10898,0,-1.79769e+308,1.3066,0.0206944,-5.98044,1.51193,0.275529,-2.45611,1.54415,0.457012,-1.75651,1.63317,0.432098,-1.91824,1.92844,0.221695,-3.12079
